CdrNo,B Party,Date,Time,Duration,Call Type,First Cell ID,First Cell ID Address,Last Cell ID,Last Cell ID Address,IMEI,IMSI,Roaming,Main City(First CellID),Sub City (First CellID),Lat-Long-Azimuth (First CellID),Crime,Circle,Operator,LRN,CallForward,B Party Provider,B Party Circle,B Party Operator,Type,IMEI Manufacturer
9425123456,8085331388,03/01/2025,15:50:18,20,IN,40458733132021,"Ind-017A_Nok_Mhowex, Telphone Exchange Mhow Dist: Indore",40458733132021,MP_IND_017A_NOK_MhowEx_1W,352273367377960,404582120118750,MP,,,"22.55807, 75.75746",defamation,,,,,,,,VOICE,
9425123456,7999423195,04/01/2025,12:48:34,22,IN,40458733132021,"Ind-017A_Nok_Mhowex, Telphone Exchange Mhow Dist: Indore",40458733132021,MP_IND_017A_NOK_MhowEx_1W,352273367377960,404582120118750,MP,,,"22.55807, 75.75746",defamation,,,,,,,,VOICE,
9425123456,7999883250,04/01/2025,14:40:58,17,IN,40458733132021,"Ind-017A_Nok_Mhowex, Telphone Exchange Mhow Dist: Indore",40458633132021,MP_IND_017A_NOK_MhowEx_1G,352273367377960,404582120118750,MP,,,"22.55807, 75.75746",defamation,,,,,,,,VOICE,
9425123456,BZ-INBSNL,05/01/2025,9:17:10,0,IN,40458733132021,"Ind-017A_Nok_Mhowex, Telphone Exchange Mhow Dist: Indore",40458733132021,MP_IND_017A_NOK_MhowEx_1W,352273367377960,404582120118750,MP,,,"22.55807, 75.75746",defamation,,,,,,,,SMS,
9425123456,7410258369,05/01/2025,19:08:17,4,IN,40458733132021,"Ind-017A_Nok_Mhowex, Telphone Exchange Mhow Dist: Indore",40458733132021,MP_IND_017A_NOK_MhowEx_1W,352273367377960,404582120118750,MP,,,"22.55807, 75.75746",defamation,,,,,,,,VOICE,
9425123456,2143351228,05/01/2025,19:08:57,33,IN,40458733132021,"Ind-017A_Nok_Mhowex, Telphone Exchange Mhow Dist: Indore",40458733132021,MP_IND_017A_NOK_MhowEx_1W,352273367377960,404582120118750,MP,,,"22.55807, 75.75746",defamation,,,,,,,,VOICE,
9425123456,8645319704,05/01/2025,19:10:07,219,IN,40458733132021,"Ind-017A_Nok_Mhowex, Telphone Exchange Mhow Dist: Indore",40458733132021,MP_IND_017A_NOK_MhowEx_1W,352273367377960,404582120118750,MP,,,"22.55807, 75.75746",defamation,,,,,,,,VOICE,
9425123456,BZ-INBSNL,06/01/2025,0:56:23,0,IN,40466432132291,,40466432132291,MH_DHU071RBSI3SHR_1_Sangvi,352273367377960,404582120118750,MH,,,,defamation,,,,,,,,SMS,
9425123456,BZ-Welcome,06/01/2025,3:08:05,0,IN,40466959130381,,40466959130381,MH_NAS183CTLO8MGN_1_NG_MH_AYESHA_NGR_2,352273367377960,404582120118750,MH,,,,defamation,,,,,,,,SMS,
9425123456,BZ-INBSNL,07/01/2025,0:28:57,0,IN,40466928464926,,40466928464926,MH_NAS854RINO8NSK_3_AG_Raigad_Nagar,352273367377960,404582120118750,MH,,,,defamation,,,,,,,,SMS,
9425123456,AX-IDBIBK,07/01/2025,11:18:39,0,IN,40458733132021,"Ind-017A_Nok_Mhowex, Telphone Exchange Mhow Dist: Indore",40458733132021,MP_IND_017A_NOK_MhowEx_1W,352273367377960,404582120118750,MP,,,"22.55807, 75.75746",defamation,,,,,,,,SMS,
9425123456,9826287433,07/01/2025,12:00:20,52,IN,40458733132021,"Ind-017A_Nok_Mhowex, Telphone Exchange Mhow Dist: Indore",40458733132021,MP_IND_017A_NOK_MhowEx_1W,352273367377960,404582120118750,MP,,,"22.55807, 75.75746",defamation,,,,,,,,VOICE,
9425123456,7000919817,07/01/2025,13:00:06,92,IN,40458733132021,"Ind-017A_Nok_Mhowex, Telphone Exchange Mhow Dist: Indore",40458733132021,MP_IND_017A_NOK_MhowEx_1W,352273367377960,404582120118750,MP,,,"22.55807, 75.75746",defamation,,,,,,,,VOICE,
9425123456,7458230120,07/01/2025,13:42:25,4,IN,40458733132021,"Ind-017A_Nok_Mhowex, Telphone Exchange Mhow Dist: Indore",40458733132021,MP_IND_017A_NOK_MhowEx_1W,352273367377960,404582120118750,MP,,,"22.55807, 75.75746",defamation,,,,,,,,VOICE,
9425123456,7458230120,07/01/2025,13:52:11,20,IN,40458733132021,"Ind-017A_Nok_Mhowex, Telphone Exchange Mhow Dist: Indore",40458733132021,MP_IND_017A_NOK_MhowEx_1W,352273367377960,404582120118750,MP,,,"22.55807, 75.75746",defamation,,,,,,,,VOICE,
9425123456,9977905379,07/01/2025,15:13:51,69,IN,40458733132021,"Ind-017A_Nok_Mhowex, Telphone Exchange Mhow Dist: Indore",40458733132021,MP_IND_017A_NOK_MhowEx_1W,352273367377960,404582120118750,MP,,,"22.55807, 75.75746",defamation,,,,,,,,VOICE,
9425123456,9856320147,07/01/2025,16:52:23,54,IN,40458733132021,"Ind-017A_Nok_Mhowex, Telphone Exchange Mhow Dist: Indore",40458733132021,MP_IND_017A_NOK_MhowEx_1W,352273367377960,404582120118750,MP,,,"22.55807, 75.75746",defamation,,,,,,,,VOICE,
9425123456,9856320147,07/01/2025,17:14:32,54,IN,40458733132021,"Ind-017A_Nok_Mhowex, Telphone Exchange Mhow Dist: Indore",40458733132021,MP_IND_017A_NOK_MhowEx_1W,352273367377960,404582120118750,MP,,,"22.55807, 75.75746",defamation,,,,,,,,VOICE,
9425123456,9856320147,07/01/2025,17:49:08,4,IN,40458733132021,"Ind-017A_Nok_Mhowex, Telphone Exchange Mhow Dist: Indore",40458633132021,MP_IND_017A_NOK_MhowEx_1G,352273367377960,404582120118750,MP,,,"22.55807, 75.75746",defamation,,,,,,,,VOICE,
9425123456,AX-MPSEBW,08/01/2025,7:20:38,0,IN,40458733132021,"Ind-017A_Nok_Mhowex, Telphone Exchange Mhow Dist: Indore",40458733132021,MP_IND_017A_NOK_MhowEx_1W,352273367377960,404582120118750,MP,,,"22.55807, 75.75746",defamation,,,,,,,,SMS,
9425123456,JX-ICICIT,08/01/2025,11:25:25,0,IN,40458733132021,"Ind-017A_Nok_Mhowex, Telphone Exchange Mhow Dist: Indore",40458733132021,MP_IND_017A_NOK_MhowEx_1W,352273367377960,404582120118750,MP,,,"22.55807, 75.75746",defamation,,,,,,,,SMS,
9425123456,JX-ICICIT,08/01/2025,11:25:33,0,IN,40458733132021,"Ind-017A_Nok_Mhowex, Telphone Exchange Mhow Dist: Indore",40458733132021,MP_IND_017A_NOK_MhowEx_1W,352273367377960,404582120118750,MP,,,"22.55807, 75.75746",defamation,,,,,,,,SMS,
9425123456,9009162741,08/01/2025,11:33:34,66,IN,40458733132021,"Ind-017A_Nok_Mhowex, Telphone Exchange Mhow Dist: Indore",40458733132021,MP_IND_017A_NOK_MhowEx_1W,352273367377960,404582120118750,MP,,,"22.55807, 75.75746",defamation,,,,,,,,VOICE,
9425123456,9009162741,08/01/2025,11:47:30,73,IN,40458733132021,"Ind-017A_Nok_Mhowex, Telphone Exchange Mhow Dist: Indore",40458733132021,MP_IND_017A_NOK_MhowEx_1W,352273367377960,404582120118750,MP,,,"22.55807, 75.75746",defamation,,,,,,,,VOICE,
9425123456,9826362776,08/01/2025,17:18:01,26,IN,40458733132021,"Ind-017A_Nok_Mhowex, Telphone Exchange Mhow Dist: Indore",40458733132021,MP_IND_017A_NOK_MhowEx_1W,352273367377960,404582120118750,MP,,,"22.55807, 75.75746",defamation,,,,,,,,VOICE,
9425123456,9584285666,08/01/2025,18:35:59,23,IN,40458733132021,"Ind-017A_Nok_Mhowex, Telphone Exchange Mhow Dist: Indore",40458733132021,MP_IND_017A_NOK_MhowEx_1W,352273367377960,404582120118750,MP,,,"22.55807, 75.75746",defamation,,,,,,,,VOICE,
9425123456,9584285666,08/01/2025,18:53:22,25,IN,40458733132021,"Ind-017A_Nok_Mhowex, Telphone Exchange Mhow Dist: Indore",40458733132021,MP_IND_017A_NOK_MhowEx_1W,352273367377960,404582120118750,MP,,,"22.55807, 75.75746",defamation,,,,,,,,VOICE,
9425123456,9783785630,08/01/2025,19:19:34,9,IN,40458733132021,"Ind-017A_Nok_Mhowex, Telphone Exchange Mhow Dist: Indore",40458733132021,MP_IND_017A_NOK_MhowEx_1W,352273367377960,404582120118750,MP,,,"22.55807, 75.75746",defamation,,,,,,,,VOICE,
9425123456,1912,24/02/2025,13:31:56,46,OUT,40458733132021,"Ind-017A_Nok_Mhowex, Telphone Exchange Mhow Dist: Indore",40458733132021,MP_IND_017A_NOK_MhowEx_1W,352273367377960,404582120118750,MP,,,"22.55807, 75.75746",defamation,,,,,,,,VOICE,
9425123456,8120248673,18/03/2025,19:03:20,33,OUT,4045831929215787520,,4045831929215787520,31929215787520,352273367377960,404582120118750,MP,,,,defamation,,,3094,,RELIANCE JIO,Madhya Pradesh,RELIANCE JIO,VOICE,
9425123456,7000914387,18/03/2025,19:35:22,28,OUT,40458633132053,,40458633132053,MP_IND_094C_NOK_MhowSanghiStreet_3G,352273367377960,404582120118750,MP,,,,defamation,,,3094,,RELIANCE JIO,Madhya Pradesh,RELIANCE JIO,VOICE,
9425123456,9893187328,22/03/2025,10:53:23,106,OUT,40458633132021,,40458633132021,MP_IND_017A_NOK_MhowEx_1G,352273367377960,404582120118750,MP,,,,defamation,,,4129,,VI,Madhya Pradesh,VI,VOICE,
9425123456,9827535452,22/03/2025,22:26:40,15,OUT,40458633132022,,40458633132021,MP_IND_017A_NOK_MhowEx_1G,352273367377960,404582120118750,MP,,,,defamation,,,3094,,RELIANCE JIO,Madhya Pradesh,RELIANCE JIO,VOICE,
9425123456,9893995887,25/03/2025,10:49:24,46,OUT,40458633132021,,40458633132021,MP_IND_017A_NOK_MhowEx_1G,352273367377960,404582120118750,MP,,,,defamation,,,4129,,VI,Madhya Pradesh,VI,VOICE,
9425123456,9826676680,25/03/2025,15:49:16,18,OUT,40458633132021,,40458633132021,MP_IND_017A_NOK_MhowEx_1G,352273367377960,404582120118750,MP,,,,defamation,,,3005,,AIRTEL,Madhya Pradesh,AIRTEL,VOICE,
9425123456,9826528105,26/03/2025,22:09:28,274,OUT,40458633132021,,40458633132021,MP_IND_017A_NOK_MhowEx_1G,352273367377960,404582120118750,MP,,,,defamation,,,3005,,AIRTEL,Madhya Pradesh,AIRTEL,VOICE,
9425123456,9826528105,26/03/2025,22:48:25,125,OUT,40458633132021,,40458633132021,MP_IND_017A_NOK_MhowEx_1G,352273367377960,404582120118750,MP,,,,defamation,,,3005,,AIRTEL,Madhya Pradesh,AIRTEL,VOICE,
