CdrNo,B Party,Date,Time,Duration,Call Type,First Cell ID,First Cell ID Address,Last Cell ID,Last Cell ID Address,IMEI,IMSI,Roaming,Main City(First CellID),Sub City (First CellID),Lat-Long-Azimuth (First CellID),Crime,Circle,Operator,LRN,CallForward,B Party Provider,B Party Circle,B Party Operator,Type,IMEI Manufacturer
7774445552,918787878754,2/20/2025,9:27:10,41,CALL_OUT,4058630000125,"Rajesh Kumar Pandey, Mahamaya Mandir Road, Ambikapur.Pin-9826624298. Pin-497001",4058630000611,"Shobha Singh, Pratappur Chowk, Kedarpur, Ambikapur. Pin-497001, Ph-9425366120",868821056903500,405863120341348,,AMBIKAPUR,Mahamaya Ward,"23.11823, 83.20882",murder charges,,,3094,n,RELIANCE JIO,Madhya Pradesh,RELIANCE JIO,Phone,
7774445552,918885552221,2/20/2025,9:28:03,39,CALL_OUT,4058630000130,"Rajesh Kumar Pandey, Mahamaya Mandir Road, Ambikapur.Pin-9826624298. Pin-497001",4058630000612,"Shobha Singh, Pratappur Chowk, Kedarpur, Ambikapur. Pin-497001, Ph-9425366120",868821056903500,405863120341348,,AMBIKAPUR,Mahamaya Ward,"23.11823, 83.20882, 310",murder charges,,,3094,n,RELIANCE JIO,Madhya Pradesh,RELIANCE JIO,Phone,
7774445552,918787878754,2/20/2025,9:28:53,54,CALL_OUT,4058630000131,"Rajesh Kumar Pandey, Mahamaya Mandir Road, Ambikapur.Pin-9826624298. Pin-497001",4058630000613,"Shobha Singh, Pratappur Chowk, Kedarpur, Ambikapur. Pin-497001, Ph-9425366120",868821056903500,405863120341348,,AMBIKAPUR,Mahamaya Ward,"23.11823, 83.20882, 140",murder charges,,,3094,n,RELIANCE JIO,Madhya Pradesh,RELIANCE JIO,Phone,
7774445552,918887774441,2/20/2025,9:30:04,26,CALL_OUT,4058630000132,"Rajesh Kumar Pandey, Mahamaya Mandir Road, Ambikapur.Pin-9826624298. Pin-497001",4058630000614,"Shobha Singh, Pratappur Chowk, Kedarpur, Ambikapur. Pin-497001, Ph-9425366120",868821056903500,405863120341348,,AMBIKAPUR,Mahamaya Ward,"23.11823, 83.20882, 210",murder charges,,,3094,n,RELIANCE JIO,Madhya Pradesh,RELIANCE JIO,Phone,
7774445552,919977668199,2/20/2025,9:30:47,109,CALL_OUT,4058630000133,"Rajesh Kumar Pandey, Mahamaya Mandir Road, Ambikapur.Pin-9826624298. Pin-497001",4058630000615,"Shobha Singh, Pratappur Chowk, Kedarpur, Ambikapur. Pin-497001, Ph-9425366120",868821056903500,405863120341348,,AMBIKAPUR,Mahamaya Ward,"23.11823, 83.20882, 310",murder charges,,,3094,n,RELIANCE JIO,Madhya Pradesh,RELIANCE JIO,Phone,
7774445552,918887774441,2/20/2025,9:32:49,49,CALL_OUT,4058630000134,"Rajesh Kumar Pandey, Mahamaya Mandir Road, Ambikapur.Pin-9826624298. Pin-497001",4058630000616,"Shobha Singh, Pratappur Chowk, Kedarpur, Ambikapur. Pin-497001, Ph-9425366120",868821056903500,405863120341348,,AMBIKAPUR,Mahamaya Ward,"23.11823, 83.20882, 140",murder charges,,,3094,n,RELIANCE JIO,Madhya Pradesh,RELIANCE JIO,Phone,
7774445552,918787878754,2/20/2025,9:35:13,72,CALL_OUT,4058630000135,"Rajesh Kumar Pandey, Mahamaya Mandir Road, Ambikapur.Pin-9826624298. Pin-497001",4058630000617,"Shobha Singh, Pratappur Chowk, Kedarpur, Ambikapur. Pin-497001, Ph-9425366120",868821056903500,405863120341348,,AMBIKAPUR,Mahamaya Ward,"23.11823, 83.20882, 210",murder charges,,,3094,n,RELIANCE JIO,Madhya Pradesh,RELIANCE JIO,Phone,
7774445552,918887774441,2/20/2025,9:36:37,26,CALL_OUT,4058630000210,"Smt. Basanti Bai Bhuiya, Pari Para, Tehsil Ambikapur and Dist-Sarguja. Pin-497001",4058630000618,"Shobha Singh, Pratappur Chowk, Kedarpur, Ambikapur. Pin-497001, Ph-9425366120",868821056903500,405863120341348,,AMBIKAPUR,Pari Para,"23.10732, 83.18965, 40",murder charges,,,3094,n,RELIANCE JIO,Madhya Pradesh,RELIANCE JIO,Phone,
7774445552,917999480223,2/20/2025,9:38:46,69,CALL_OUT,4058630000211,"Smt. Basanti Bai Bhuiya, Pari Para, Tehsil Ambikapur and Dist-Sarguja. Pin-497001",4058630000619,"Shobha Singh, Pratappur Chowk, Kedarpur, Ambikapur. Pin-497001, Ph-9425366120",868821056903500,405863120341348,,AMBIKAPUR,Pari Para,"23.10732, 83.18965, 140",murder charges,,,3094,n,RELIANCE JIO,Madhya Pradesh,RELIANCE JIO,Phone,
7774445552,917024525801,2/20/2025,9:42:36,41,CALL_IN,4058630000212,"Smt. Basanti Bai Bhuiya, Pari Para, Tehsil Ambikapur and Dist-Sarguja. Pin-497001",405863000061,"Shobha Singh, Pratappur Chowk, Kedarpur, Ambikapur. Pin-497001, Ph-9425366120",868821056903500,405863120341348,,AMBIKAPUR,Pari Para,"23.10732, 83.18965, 215",murder charges,,,3094,,RELIANCE JIO,Madhya Pradesh,RELIANCE JIO,Phone,
7774445552,917089987161,2/20/2025,9:54:03,64,CALL_IN,4058630000213,"Smt. Basanti Bai Bhuiya, Pari Para, Tehsil Ambikapur and Dist-Sarguja. Pin-497001",405863000061,"Shobha Singh, Pratappur Chowk, Kedarpur, Ambikapur. Pin-497001, Ph-9425366120",868821056903500,405863120341348,,AMBIKAPUR,Pari Para,"23.10732, 83.18965, 40",murder charges,,,3094,,RELIANCE JIO,Madhya Pradesh,RELIANCE JIO,Phone,
7774445552,919993111405,2/20/2025,10:03:18,60,CALL_OUT,4058630000214,"Smt. Basanti Bai Bhuiya, Pari Para, Tehsil Ambikapur and Dist-Sarguja. Pin-497001",4058630000623,"Shobha Singh, Pratappur Chowk, Kedarpur, Ambikapur. Pin-497001, Ph-9425366120",868821056903500,405863120341348,,AMBIKAPUR,Pari Para,"23.10732, 83.18965, 140",murder charges,,,3094,,RELIANCE JIO,Madhya Pradesh,RELIANCE JIO,Phone,
7774445552,919669599130,2/20/2025,10:18:52,39,CALL_IN,4058630000215,"Smt. Basanti Bai Bhuiya, Pari Para, Tehsil Ambikapur and Dist-Sarguja. Pin-497001",4058630000624,"Shobha Singh, Pratappur Chowk, Kedarpur, Ambikapur. Pin-497001, Ph-9425366120",868821056903500,405863120341348,,AMBIKAPUR,Pari Para,"23.10732, 83.18965, 215",murder charges,,,,,,,,Phone,
7774445552,919826988198,2/20/2025,11:06:51,72,CALL_OUT,4058630000216,"Smt. Basanti Bai Bhuiya, Pari Para, Tehsil Ambikapur and Dist-Sarguja. Pin-497001",4058630000625,"Shobha Singh, Pratappur Chowk, Kedarpur, Ambikapur. Pin-497001, Ph-9425366120",868821056903500,405863120341348,,AMBIKAPUR,Pari Para,"23.10732, 83.18965, 40",murder charges,,,4129,,VI,Madhya Pradesh,VI,Phone,
7774445552,918120881314,2/20/2025,11:29:42,49,CALL_IN,4058630000217,"Smt. Basanti Bai Bhuiya, Pari Para, Tehsil Ambikapur and Dist-Sarguja. Pin-497001",4058630000630,"Shobha Singh, Pratappur Chowk, Kedarpur, Ambikapur. Pin-497001, Ph-9425366120",868821056903500,405863120341348,,AMBIKAPUR,Pari Para,"23.10732, 83.18965, 140",murder charges,,,3094,,RELIANCE JIO,Madhya Pradesh,RELIANCE JIO,Phone,
7774445552,918959724677,2/20/2025,11:30:31,71,CALL_IN,4058630000218,"Smt. Basanti Bai Bhuiya, Pari Para, Tehsil Ambikapur and Dist-Sarguja. Pin-497001",4058630000631,"Shobha Singh, Pratappur Chowk, Kedarpur, Ambikapur. Pin-497001, Ph-9425366120",868821056903500,405863120341348,,AMBIKAPUR,Pari Para,"23.10732, 83.18965, 215",murder charges,,,,,,,,Phone,
7774445552,JY-JioPay,2/20/2025,11:36:49,,A2P_SMSIN,4058630000219,"Smt. Basanti Bai Bhuiya, Pari Para, Tehsil Ambikapur and Dist-Sarguja. Pin-497001",4058630000632,"Shobha Singh, Pratappur Chowk, Kedarpur, Ambikapur. Pin-497001, Ph-9425366120",868821056903503,405863120341348,,AMBIKAPUR,Pari Para,"23.10732, 83.18965, 40",murder charges,,,3094,,RELIANCE JIO,Madhya Pradesh,RELIANCE JIO,SMS,
7774445552,JY-JIOPAY,2/20/2025,11:59:01,,A2P_SMSIN,405863000021,"Smt. Basanti Bai Bhuiya, Pari Para, Tehsil Ambikapur and Dist-Sarguja. Pin-497001",4058630000633,"Shobha Singh, Pratappur Chowk, Kedarpur, Ambikapur. Pin-497001, Ph-9425366120",868821056903503,405863120341348,,AMBIKAPUR,Pari Para,"23.10732, 83.18965, 215",murder charges,,,3094,,RELIANCE JIO,Madhya Pradesh,RELIANCE JIO,SMS,
7774445552,916267042421,2/20/2025,12:00:44,184,CALL_IN,405863000021,"Smt. Basanti Bai Bhuiya, Pari Para, Tehsil Ambikapur and Dist-Sarguja. Pin-497001",4058630000634,"Shobha Singh, Pratappur Chowk, Kedarpur, Ambikapur. Pin-497001, Ph-9425366120",868821056903500,405863120341348,,AMBIKAPUR,Pari Para,"23.10732, 83.18965, 215",murder charges,,,,,,,,Phone,
7774445552,916267042421,2/20/2025,12:04:57,274,CALL_IN,4058630000223,"Smt. Basanti Bai Bhuiya, Pari Para, Tehsil Ambikapur and Dist-Sarguja. Pin-497001",4058630000635,"Shobha Singh, Pratappur Chowk, Kedarpur, Ambikapur. Pin-497001, Ph-9425366120",868821056903500,405863120341348,,AMBIKAPUR,Pari Para,"23.10732, 83.18965",murder charges,,,,,,,,Phone,
7774445552,915487542150,2/20/2025,13:06:46,217,CALL_IN,4058630000224,"Smt. Basanti Bai Bhuiya, Pari Para, Tehsil Ambikapur and Dist-Sarguja. Pin-497001",4058630000710,"Sukhabir Singh, Chitra Mandir Gali, Opp. Oriental Bank, Ambikapur. Dist-Sarguja. Pin-497001. Ph-9826152955",868821056903500,405863120341348,,AMBIKAPUR,Pari Para,"23.10732, 83.18965",murder charges,,,,,,,,Phone,
7774445552,911234554321,2/20/2025,13:16:34,14,CALL_OUT,4058630000225,"Smt. Basanti Bai Bhuiya, Pari Para, Tehsil Ambikapur and Dist-Sarguja. Pin-497001",4058630000711,"Sukhabir Singh, Chitra Mandir Gali, Opp. Oriental Bank, Ambikapur. Dist-Sarguja. Pin-497001. Ph-9826152955",868821056903500,405863120341348,,AMBIKAPUR,Pari Para,"23.10732, 83.18965",murder charges,,,3094,,RELIANCE JIO,Madhya Pradesh,RELIANCE JIO,Phone,
7774445552,911234554321,2/20/2025,13:18:47,67,CALL_IN,4058630000230,"Smt. Basanti Bai Bhuiya, Pari Para, Tehsil Ambikapur and Dist-Sarguja. Pin-497001",4058630000712,"Sukhabir Singh, Chitra Mandir Gali, Opp. Oriental Bank, Ambikapur. Dist-Sarguja. Pin-497001. Ph-9826152955",868821056903500,405863120341348,,AMBIKAPUR,Pari Para,"23.10732, 83.18965, 40",murder charges,,,3094,,RELIANCE JIO,Madhya Pradesh,RELIANCE JIO,Phone,
7774445552,919754103243,2/20/2025,13:22:54,54,CALL_IN,4058630000231,"Smt. Basanti Bai Bhuiya, Pari Para, Tehsil Ambikapur and Dist-Sarguja. Pin-497001",4058630000713,"Sukhabir Singh, Chitra Mandir Gali, Opp. Oriental Bank, Ambikapur. Dist-Sarguja. Pin-497001. Ph-9826152955",868821056903500,405863120341348,,AMBIKAPUR,Pari Para,"23.10732, 83.18965, 140",murder charges,,,3094,,RELIANCE JIO,Madhya Pradesh,RELIANCE JIO,Phone,
7774445552,915265268471,2/20/2025,13:36:33,40,CALL_OUT,4058630000232,"Smt. Basanti Bai Bhuiya, Pari Para, Tehsil Ambikapur and Dist-Sarguja. Pin-497001",4058630000714,"Sukhabir Singh, Chitra Mandir Gali, Opp. Oriental Bank, Ambikapur. Dist-Sarguja. Pin-497001. Ph-9826152955",868821056903500,405863120341348,,AMBIKAPUR,Pari Para,"23.10732, 83.18965, 215",murder charges,,,3005,,AIRTEL,Madhya Pradesh,AIRTEL,Phone,
7774445552,911234554321,2/20/2025,13:41:52,43,CALL_OUT,4058630000233,"Smt. Basanti Bai Bhuiya, Pari Para, Tehsil Ambikapur and Dist-Sarguja. Pin-497001",4058630000715,"Sukhabir Singh, Chitra Mandir Gali, Opp. Oriental Bank, Ambikapur. Dist-Sarguja. Pin-497001. Ph-9826152955",868821056903500,405863120341348,,AMBIKAPUR,Pari Para,"23.10732, 83.18965, 40",murder charges,,,3094,,RELIANCE JIO,Madhya Pradesh,RELIANCE JIO,Phone,
7774445552,50000,2/20/2025,13:44:33,,A2P_SMSIN,4058630000234,"Smt. Basanti Bai Bhuiya, Pari Para, Tehsil Ambikapur and Dist-Sarguja. Pin-497001",4058630000716,"Sukhabir Singh, Chitra Mandir Gali, Opp. Oriental Bank, Ambikapur. Dist-Sarguja. Pin-497001. Ph-9826152955",868821056903503,405863120341348,,AMBIKAPUR,Pari Para,"23.10732, 83.18965, 140",murder charges,,,,,,,,SMS,
7774445552,911234554321,2/20/2025,13:44:50,,P2P_SMSIN,4058630000235,"Smt. Basanti Bai Bhuiya, Pari Para, Tehsil Ambikapur and Dist-Sarguja. Pin-497001",4058630000717,"Sukhabir Singh, Chitra Mandir Gali, Opp. Oriental Bank, Ambikapur. Dist-Sarguja. Pin-497001. Ph-9826152955",868821056903503,405863120341348,,AMBIKAPUR,Pari Para,"23.10732, 83.18965, 215",murder charges,,,3094,,RELIANCE JIO,Madhya Pradesh,RELIANCE JIO,SMS,
7774445552,915552226667,2/20/2025,13:47:37,28,CALL_OUT,4058630000236,"Smt. Basanti Bai Bhuiya, Pari Para, Tehsil Ambikapur and Dist-Sarguja. Pin-497001",4058630000718,"Sukhabir Singh, Chitra Mandir Gali, Opp. Oriental Bank, Ambikapur. Dist-Sarguja. Pin-497001. Ph-9826152955",868821056903500,405863120341348,,AMBIKAPUR,Pari Para,"23.10732, 83.18965, 40",murder charges,,,3094,,RELIANCE JIO,Madhya Pradesh,RELIANCE JIO,Phone,
7774445552,919111143040,2/20/2025,13:48:57,42,CALL_IN,4058630000237,"Smt. Basanti Bai Bhuiya, Pari Para, Tehsil Ambikapur and Dist-Sarguja. Pin-497001",4058630000719,"Sukhabir Singh, Chitra Mandir Gali, Opp. Oriental Bank, Ambikapur. Dist-Sarguja. Pin-497001. Ph-9826152955",868821056903500,405863120341348,,AMBIKAPUR,Pari Para,"23.10732, 83.18965, 140",murder charges,,,3094,,RELIANCE JIO,Madhya Pradesh,RELIANCE JIO,Phone,
7774445552,918959724677,2/20/2025,13:50:24,31,CALL_OUT,4058630000238,"Smt. Basanti Bai Bhuiya, Pari Para, Tehsil Ambikapur and Dist-Sarguja. Pin-497001",405863000071,"Sukhabir Singh, Chitra Mandir Gali, Opp. Oriental Bank, Ambikapur. Dist-Sarguja. Pin-497001. Ph-9826152955",868821056903500,405863120341348,,AMBIKAPUR,Pari Para,"23.10732, 83.18965, 215",murder charges,,,4129,,VI,Madhya Pradesh,VI,Phone,
7774445552,911234554321,2/20/2025,13:50:55,14,CALL_IN,4058630000310,"Anil Kumar Singh, Ambikapur, Tehsil Ambikapur and Dist Sarguja. Pin-497001, 9425254177",405863000071,"Sukhabir Singh, Chitra Mandir Gali, Opp. Oriental Bank, Ambikapur. Dist-Sarguja. Pin-497001. Ph-9826152955",868821056903500,405863120341348,,AMBIKAPUR,Central Jail,"23.11662, 83.18992, 30",murder charges,,,3094,,RELIANCE JIO,Madhya Pradesh,RELIANCE JIO,Phone,
7774445552,912224445558,2/20/2025,13:51:12,50,CALL_IN,4058630000311,"Anil Kumar Singh, Ambikapur, Tehsil Ambikapur and Dist Sarguja. Pin-497001, 9425254177",4058630000723,"Sukhabir Singh, Chitra Mandir Gali, Opp. Oriental Bank, Ambikapur. Dist-Sarguja. Pin-497001. Ph-9826152955",868821056903500,405863120341348,,AMBIKAPUR,Central Jail,"23.11662, 83.18992, 130",murder charges,,,3094,,RELIANCE JIO,Madhya Pradesh,RELIANCE JIO,Phone,
7774445552,915552226667,2/20/2025,13:52:21,47,CALL_OUT,4058630000312,"Anil Kumar Singh, Ambikapur, Tehsil Ambikapur and Dist Sarguja. Pin-497001, 9425254177",4058630000724,"Sukhabir Singh, Chitra Mandir Gali, Opp. Oriental Bank, Ambikapur. Dist-Sarguja. Pin-497001. Ph-9826152955",868821056903500,405863120341348,,AMBIKAPUR,Central Jail,"23.11662, 83.18992, 230",murder charges,,,3094,,RELIANCE JIO,Madhya Pradesh,RELIANCE JIO,Phone,
7774445552,919111143040,2/20/2025,13:58:14,9,CALL_OUT,4058630000313,"Anil Kumar Singh, Ambikapur, Tehsil Ambikapur and Dist Sarguja. Pin-497001, 9425254177",4058630000725,"Sukhabir Singh, Chitra Mandir Gali, Opp. Oriental Bank, Ambikapur. Dist-Sarguja. Pin-497001. Ph-9826152955",868821056903500,405863120341348,,AMBIKAPUR,Central Jail,"23.11662, 83.18992, 30",murder charges,,,3094,,RELIANCE JIO,Madhya Pradesh,RELIANCE JIO,Phone,
7774445552,911234554321,2/20/2025,14:07:23,29,CALL_OUT,4058630000314,"Anil Kumar Singh, Ambikapur, Tehsil Ambikapur and Dist Sarguja. Pin-497001, 9425254177",4058630000730,"Sukhabir Singh, Chitra Mandir Gali, Opp. Oriental Bank, Ambikapur. Dist-Sarguja. Pin-497001. Ph-9826152955",868821056903500,405863120341348,,AMBIKAPUR,Central Jail,"23.11662, 83.18992, 130",murder charges,,,3094,,RELIANCE JIO,Madhya Pradesh,RELIANCE JIO,Phone,
7774445552,919977668199,2/20/2025,14:32:41,84,CALL_OUT,4058630000315,"Anil Kumar Singh, Ambikapur, Tehsil Ambikapur and Dist Sarguja. Pin-497001, 9425254177",4058630000731,"Sukhabir Singh, Chitra Mandir Gali, Opp. Oriental Bank, Ambikapur. Dist-Sarguja. Pin-497001. Ph-9826152955",868821056903500,405863120341348,,AMBIKAPUR,Central Jail,"23.11662, 83.18992, 230",murder charges,,,3094,,RELIANCE JIO,Madhya Pradesh,RELIANCE JIO,Phone,
7774445552,915552226667,2/20/2025,14:34:19,34,CALL_OUT,4058630000316,"Anil Kumar Singh, Ambikapur, Tehsil Ambikapur and Dist Sarguja. Pin-497001, 9425254177",4058630000732,"Sukhabir Singh, Chitra Mandir Gali, Opp. Oriental Bank, Ambikapur. Dist-Sarguja. Pin-497001. Ph-9826152955",868821056903500,405863120341348,,AMBIKAPUR,Central Jail,"23.11662, 83.18992, 30",murder charges,,,3094,,RELIANCE JIO,Madhya Pradesh,RELIANCE JIO,Phone,
7774445552,915552226667,2/20/2025,14:35:25,20,CALL_IN,4058630000317,"Anil Kumar Singh, Ambikapur, Tehsil Ambikapur and Dist Sarguja. Pin-497001, 9425254177",4058630000733,"Sukhabir Singh, Chitra Mandir Gali, Opp. Oriental Bank, Ambikapur. Dist-Sarguja. Pin-497001. Ph-9826152955",868821056903500,405863120341348,,AMBIKAPUR,Central Jail,"23.11662, 83.18992, 130",murder charges,,,,,,,,Phone,
7774445552,918959724677,2/20/2025,14:45:37,36,CALL_IN,4058630000318,"Anil Kumar Singh, Ambikapur, Tehsil Ambikapur and Dist Sarguja. Pin-497001, 9425254177",4058630000734,"Sukhabir Singh, Chitra Mandir Gali, Opp. Oriental Bank, Ambikapur. Dist-Sarguja. Pin-497001. Ph-9826152955",868821056903500,405863120341348,,AMBIKAPUR,Central Jail,"23.11662, 83.18992, 230",murder charges,,,,,,,,Phone,
7774445552,919993111405,2/20/2025,14:47:54,94,CALL_OUT,4058630000319,"Anil Kumar Singh, Ambikapur, Tehsil Ambikapur and Dist Sarguja. Pin-497001, 9425254177",4058630000735,"Sukhabir Singh, Chitra Mandir Gali, Opp. Oriental Bank, Ambikapur. Dist-Sarguja. Pin-497001. Ph-9826152955",868821056903500,405863120341348,,AMBIKAPUR,Central Jail,"23.11662, 83.18992, 30",murder charges,,,3094,,RELIANCE JIO,Madhya Pradesh,RELIANCE JIO,Phone,
7774445552,919754103243,2/20/2025,15:20:20,19,CALL_IN,405863000031,"Shri Brij Dyal Lakda, S/o. Bifal Lakda, Ward   8, Patpariya, Near Dasmesh School, Ambikapur, . Dist-Sarguja, Pin-497001,",4058630000810,"Shri Treveni Yada, S/o. Vagnath Yadav, Gagapur Khurd, Ambikapur. Dist-Sarguja. Pin-497001",868821056903500,405863120341348,,AMBIKAPUR,Patpariya,"23.13454, 83.16896, 120",murder charges,,,3094,,RELIANCE JIO,Madhya Pradesh,RELIANCE JIO,Phone,
