cgi,latitude,longitude,azimuth,address,maincity,subcity,mcc,mnc,lac,cellid,type,circle,operator
40460263432501,23.69554,74.92812,NULL,"Piploda, Madhya Pradesh 457333457333, India",,,,,,,UNKNOWN,Madhya Pradesh,VI
40460263432502,23.52742,74.89432,NULL,"Piploda Madhya Pradesh 457331, India",,,,,,,UNKNOWN,Madhya Pradesh,VI
40460263432631,24.38583,74.85167,NULL,"Jiran Madhya Pradesh 458441, India",,,,,,,UNKNOWN,Madhya Pradesh,VI
40460263432632,24.38535,74.85159,NULL,"Jiran Madhya Pradesh 458441, India",,,,,,,UNKNOWN,Madhya Pradesh,VI
40460263432842,23.50666,74.77767,NULL,"NH-927A, Sailana Madhya Pradesh 457550, India",,,,,,,UNKNOWN,Madhya Pradesh,VI
40460263433641,24.57706,74.7546,NULL,"NH-156, Jawad Madhya Pradesh 458468, India",,,,,,,UNKNOWN,Madhya Pradesh,VI
40460263433771,24.56789,74.7623,NULL,"Neemuch Sub-District Madhya Pradesh 458468, India",,,,,,,UNKNOWN,Madhya Pradesh,VI
40460263724463,25.00757,77.11262,NULL,"Guna Madhya Pradesh 473105, India",,,,,,,UNKNOWN,Madhya Pradesh,VI
40460264523564,23.76891,75.5435,NULL,"Alot Madhya Pradesh 457114, India",,,,,,,UNKNOWN,Madhya Pradesh,VI
40460266346772,24.61267,77.09843,NULL,"Raghogarh Madhya Pradesh 473110, India",,,,,,,UNKNOWN,Madhya Pradesh,VI
404604443060462,23.50873,74.77128,NULL,"NH-927A, Sailana Madhya Pradesh 457550, India",,,,,,,UNKNOWN,Madhya Pradesh,VI
404780000100123,25.0384,81.62916,,"Airtel Option:- Mc5218 Smt Chourasya Devi W/O Ayodhya Prasad Tiwari.Add-Vill+Post-Chandpur, Thesi-Teonthar, Distt-Rewa.9229907893, Madhya Pradesh",,,,,,,UNKNOWN,Madhya Pradesh,VI
404780000100124,25.0384,81.62916,,"Airtel Option:- Mc5218 Smt Chourasya Devi W/O Ayodhya Prasad Tiwari.Add-Vill+Post-Chandpur, Thesi-Teonthar, Distt-Rewa.9229907893, Madhya Pradesh",,,,,,,UNKNOWN,Madhya Pradesh,VI
404780000100125,25.0384,81.62916,,"Airtel Option:- Mc5218 Smt Chourasya Devi W/O Ayodhya Prasad Tiwari.Add-Vill+Post-Chandpur, Thesi-Teonthar, Distt-Rewa.9229907893, Madhya Pradesh",,,,,,,UNKNOWN,Madhya Pradesh,VI
404780000100126,25.0384,81.62916,,"Airtel Option:- Mc5218 Smt Chourasya Devi W/O Ayodhya Prasad Tiwari.Add-Vill+Post-Chandpur, Thesi-Teonthar, Distt-Rewa.9229907893, Madhya Pradesh",,,,,,,UNKNOWN,Madhya Pradesh,VI
404780000100127,25.0384,81.62916,,"Airtel Option:- Mc5218 Smt Chourasya Devi W/O Ayodhya Prasad Tiwari.Add-Vill+Post-Chandpur, Thesi-Teonthar, Distt-Rewa.9229907893, Madhya Pradesh",,,,,,,UNKNOWN,Madhya Pradesh,VI
404780000100128,25.0384,81.62916,,"Airtel Option:- Mc5218 Smt Chourasya Devi W/O Ayodhya Prasad Tiwari.Add-Vill+Post-Chandpur, Thesi-Teonthar, Distt-Rewa.9229907893, Madhya Pradesh",,,,,,,UNKNOWN,Madhya Pradesh,VI
404780000116621,23.17813,75.76483,,"Jaisinghpura2, Ujjain (M Corp.), Madhya Pradesh",,,,,,,UNKNOWN,Madhya Pradesh,VI
404780000116622,23.17813,75.76483,,"Jaisinghpura2, Ujjain (M Corp.), Madhya Pradesh",,,,,,,UNKNOWN,Madhya Pradesh,VI
404780000116623,23.17813,75.76483,,"Jaisinghpura2, Ujjain (M Corp.), Madhya Pradesh",,,,,,,UNKNOWN,Madhya Pradesh,VI
404780000116627,23.17813,75.76483,,"Jaisinghpura2, Ujjain (M Corp.), Madhya Pradesh",,,,,,,UNKNOWN,Madhya Pradesh,VI
404780000116628,23.17813,75.76483,,"Jaisinghpura2, Ujjain (M Corp.), Madhya Pradesh",,,,,,,UNKNOWN,Madhya Pradesh,VI
404780000116629,23.17813,75.76483,,"Jaisinghpura2, Ujjain (M Corp.), Madhya Pradesh",,,,,,,UNKNOWN,Madhya Pradesh,VI
404780000200133,22.00843,82.81512,,"Idea Gbt, Main Raod, Near Temple, Baradwar Tehsil Sakti District Janjgir Champa, Naya Baradwar(Np), Chhattisgarh",,,,,,,UNKNOWN,Madhya Pradesh,VI
404780000200134,22.00843,82.81512,,"Idea Gbt, Main Raod, Near Temple, Baradwar Tehsil Sakti District Janjgir Champa, Naya Baradwar(Np), Chhattisgarh",,,,,,,UNKNOWN,Madhya Pradesh,VI
404780000200135,22.00843,82.81512,,"Idea Gbt, Main Raod, Near Temple, Baradwar Tehsil Sakti District Janjgir Champa, Naya Baradwar(Np), Chhattisgarh",,,,,,,UNKNOWN,Madhya Pradesh,VI
404780000200143,24.56678,80.83516,,"Hotel Arjun, Jagatdev Talab Road, Satna, Satna (M Corp.), Raghurajnagar, Madhya Pradesh",,,,,,,UNKNOWN,Madhya Pradesh,VI
404780000200144,24.56678,80.83516,,"Hotel Arjun, Jagatdev Talab Road, Satna, Satna (M Corp.), Raghurajnagar, Madhya Pradesh",,,,,,,UNKNOWN,Madhya Pradesh,VI
404780000200145,24.56678,80.83516,,"Hotel Arjun, Jagatdev Talab Road, Satna, Satna (M Corp.), Raghurajnagar, Madhya Pradesh",,,,,,,UNKNOWN,Madhya Pradesh,VI
404780000232547,21.62755,80.33522,,"Kirnapur, Kirnapur (Ct), Balaghat, Madhya Pradesh",,,,,,,2g,Madhya Pradesh,VI
404780000232548,21.62755,80.33522,,"Kirnapur, Kirnapur (Ct), Balaghat, Madhya Pradesh",,,,,,,2g,Madhya Pradesh,VI
404780000232549,21.62755,80.33522,,"Kirnapur, Kirnapur (Ct), Balaghat, Madhya Pradesh",,,,,,,2g,Madhya Pradesh,VI
404780000252041,24.56678,80.83516,,"Purana Power House, Satna (M Corp.), Raghurajnagar, Madhya Pradesh",,,,,,,UNKNOWN,Madhya Pradesh,VI
404780000252042,24.56678,80.83516,,"Purana Power House, Satna (M Corp.), Raghurajnagar, Madhya Pradesh",,,,,,,UNKNOWN,Madhya Pradesh,VI
404780000252043,24.56678,80.83516,,"Purana Power House, Satna (M Corp.), Raghurajnagar, Madhya Pradesh",,,,,,,UNKNOWN,Madhya Pradesh,VI
404780000252047,24.56678,80.83516,,"Purana Power House, Satna (M Corp.), Raghurajnagar, Madhya Pradesh",,,,,,,UNKNOWN,Madhya Pradesh,VI
404780000252048,24.56678,80.83516,,"Purana Power House, Satna (M Corp.), Raghurajnagar, Madhya Pradesh",,,,,,,UNKNOWN,Madhya Pradesh,VI
404780000252049,24.56678,80.83516,,"Purana Power House, Satna (M Corp.), Raghurajnagar, Madhya Pradesh",,,,,,,UNKNOWN,Madhya Pradesh,VI
404780000300153,23.94958,78.12651,,"Airtel Option (Mp4800) Mr. Mahendra Singh Dangi S/O Mr. Pratap Singh Dangi, Vill-Balbhamora, The-Kurwai, Dis-Vidisha, Bhalbamora, Madhya Pradesh",,,,,,,UNKNOWN,Madhya Pradesh,VI
404780000300154,23.94958,78.12651,,"Airtel Option (Mp4800) Mr. Mahendra Singh Dangi S/O Mr. Pratap Singh Dangi, Vill-Balbhamora, The-Kurwai, Dis-Vidisha, Bhalbamora, Madhya Pradesh",,,,,,,UNKNOWN,Madhya Pradesh,VI
404780000300155,23.94958,78.12651,,"Airtel Option (Mp4800) Mr. Mahendra Singh Dangi S/O Mr. Pratap Singh Dangi, Vill-Balbhamora, The-Kurwai, Dis-Vidisha, Bhalbamora, Madhya Pradesh",,,,,,,UNKNOWN,Madhya Pradesh,VI
404780000337817,20.76514,81.94988,,"Pond, Chhura, Raipur, Chhattisgarh",,,,,,,UNKNOWN,Madhya Pradesh,VI
404780000337818,20.76514,81.94988,,"Pond, Chhura, Raipur, Chhattisgarh",,,,,,,UNKNOWN,Madhya Pradesh,VI
404780000337819,20.76514,81.94988,,"Pond, Chhura, Raipur, Chhattisgarh",,,,,,,UNKNOWN,Madhya Pradesh,VI
404780000400010,24.85092,79.65567,,"Bhagirath Patel S/O Santu Patel, Kn-161, Ph-54, Vill Brijpura, The & Distt. Chhatarpur - 09981031955, Brajpura, Madhya Pradesh",,,,,,,UNKNOWN,Madhya Pradesh,VI
404780000400163,24.85092,79.65567,,"Bhagirath Patel S/O Santu Patel, Kn-161, Ph-54, Vill Brijpura, The & Distt. Chhatarpur - 09981031955, Brajpura, Madhya Pradesh",,,,,,,UNKNOWN,Madhya Pradesh,VI
404780000400164,24.85092,79.65567,,"Bhagirath Patel S/O Santu Patel, Kn-161, Ph-54, Vill Brijpura, The & Distt. Chhatarpur - 09981031955, Brajpura, Madhya Pradesh",,,,,,,UNKNOWN,Madhya Pradesh,VI
404780000400165,24.85092,79.65567,,"Bhagirath Patel S/O Santu Patel, Kn-161, Ph-54, Vill Brijpura, The & Distt. Chhatarpur - 09981031955, Brajpura, Madhya Pradesh",,,,,,,UNKNOWN,Madhya Pradesh,VI
404780000402607,23.21864,75.76814,,"Kaal Bhairav Mandir, Ujjain (M Corp.), Madhya Pradesh",,,,,,,UNKNOWN,Madhya Pradesh,VI
404780000402608,23.21864,75.76814,,"Kaal Bhairav Mandir, Ujjain (M Corp.), Madhya Pradesh",,,,,,,UNKNOWN,Madhya Pradesh,VI
404780000402609,23.21864,75.76814,,"Kaal Bhairav Mandir, Ujjain (M Corp.), Madhya Pradesh",,,,,,,UNKNOWN,Madhya Pradesh,VI
404780000500173,23.17813,75.76483,,"Rcom Authorities, (Mp5Ujain015G / Mp_Ujjn_023), Shri Manohar Singh Aaronya S/O Late Shri Gulab Singh Aaronya Aaronya Palace, 115 Jaisinghpura, Near Mali Samaj Temple, Post Ujjain, Tehsil Ujjain, Distt Ujjain (M.P), Pin Code No.456006, Ujjain (M Corp.), Madhya Pradesh",,,,,,,UNKNOWN,Madhya Pradesh,VI
404780000500174,23.17813,75.76483,,"Rcom Authorities, (Mp5Ujain015G / Mp_Ujjn_023), Shri Manohar Singh Aaronya S/O Late Shri Gulab Singh Aaronya Aaronya Palace, 115 Jaisinghpura, Near Mali Samaj Temple, Post Ujjain, Tehsil Ujjain, Distt Ujjain (M.P), Pin Code No.456006, Ujjain (M Corp.), Madhya Pradesh",,,,,,,UNKNOWN,Madhya Pradesh,VI
404780000500175,23.17813,75.76483,,"Rcom Authorities, (Mp5Ujain015G / Mp_Ujjn_023), Shri Manohar Singh Aaronya S/O Late Shri Gulab Singh Aaronya Aaronya Palace, 115 Jaisinghpura, Near Mali Samaj Temple, Post Ujjain, Tehsil Ujjain, Distt Ujjain (M.P), Pin Code No.456006, Ujjain (M Corp.), Madhya Pradesh",,,,,,,UNKNOWN,Madhya Pradesh,VI
404780000502637,23.19297,75.76224,,"Kalidas Udyan, Ujjain (M Corp.), Madhya Pradesh",,,,,,,UNKNOWN,Madhya Pradesh,VI
404780000502638,23.19297,75.76224,,"Kalidas Udyan, Ujjain (M Corp.), Madhya Pradesh",,,,,,,UNKNOWN,Madhya Pradesh,VI
404780000502639,23.19297,75.76224,,"Kalidas Udyan, Ujjain (M Corp.), Madhya Pradesh",,,,,,,UNKNOWN,Madhya Pradesh,VI
404780000600183,20.76514,81.94988,,"Reliance Optionmp5Uspngs009Bsmt.Maya Singh W/O Shri Bhupendra Singh, Khasra No. 700/2, P.H.No.10, Village - Pond, Ric & Tehsil - Bindranawagarh, Distt - Raipur (C.G.), Chhura, Chhattisgarh",,,,,,,UNKNOWN,Madhya Pradesh,VI
404780000600184,20.76514,81.94988,,"Reliance Optionmp5Uspngs009Bsmt.Maya Singh W/O Shri Bhupendra Singh, Khasra No. 700/2, P.H.No.10, Village - Pond, Ric & Tehsil - Bindranawagarh, Distt - Raipur (C.G.), Chhura, Chhattisgarh",,,,,,,UNKNOWN,Madhya Pradesh,VI
404780000600185,20.76514,81.94988,,"Reliance Optionmp5Uspngs009Bsmt.Maya Singh W/O Shri Bhupendra Singh, Khasra No. 700/2, P.H.No.10, Village - Pond, Ric & Tehsil - Bindranawagarh, Distt - Raipur (C.G.), Chhura, Chhattisgarh",,,,,,,UNKNOWN,Madhya Pradesh,VI
404780000602667,23.21796,75.78674,,"Mangalnath Mandir, Ujjain (M Corp.), Madhya Pradesh",,,,,,,UNKNOWN,Madhya Pradesh,VI
404780000602668,23.21796,75.78674,,"Mangalnath Mandir, Ujjain (M Corp.), Madhya Pradesh",,,,,,,UNKNOWN,Madhya Pradesh,VI
404780000602669,23.21796,75.78674,,"Mangalnath Mandir, Ujjain (M Corp.), Madhya Pradesh",,,,,,,UNKNOWN,Madhya Pradesh,VI
404780000700193,21.1892,81.41579,,"M/S South East Central Railway Through Mr M K Singh Sr Sec Engg Office Of Sr Pste/Raipur C/O Drm Office Raipur (C.G.), Bhilainagar(M), Durg, Chhattisgarh",,,,,,,UNKNOWN,Madhya Pradesh,VI
404780000700194,21.1892,81.41579,,"M/S South East Central Railway Through Mr M K Singh Sr Sec Engg Office Of Sr Pste/Raipur C/O Drm Office Raipur (C.G.), Bhilainagar(M), Durg, Chhattisgarh",,,,,,,UNKNOWN,Madhya Pradesh,VI
404780000700195,21.1892,81.41579,,"M/S South East Central Railway Through Mr M K Singh Sr Sec Engg Office Of Sr Pste/Raipur C/O Drm Office Raipur (C.G.), Bhilainagar(M), Durg, Chhattisgarh",,,,,,,UNKNOWN,Madhya Pradesh,VI
404780000702717,23.18331,75.74481,,"Muralipura, Ujjain (M Corp.), Madhya Pradesh",,,,,,,UNKNOWN,Madhya Pradesh,VI
404780000702718,23.18331,75.74481,,"Muralipura, Ujjain (M Corp.), Madhya Pradesh",,,,,,,UNKNOWN,Madhya Pradesh,VI
404780000702719,23.18331,75.74481,,"Muralipura, Ujjain (M Corp.), Madhya Pradesh",,,,,,,UNKNOWN,Madhya Pradesh,VI
404780000801091,21.1892,81.41579,,"Nspcl_Purena, Bhilainagar(M), Durg, Chhattisgarh",,,,,,,UNKNOWN,Madhya Pradesh,VI
404780000801092,21.1892,81.41579,,"Nspcl_Purena, Bhilainagar(M), Durg, Chhattisgarh",,,,,,,UNKNOWN,Madhya Pradesh,VI
404780000801093,21.1892,81.41579,,"Nspcl_Purena, Bhilainagar(M), Durg, Chhattisgarh",,,,,,,UNKNOWN,Madhya Pradesh,VI
404780000801097,21.1892,81.41579,,"Nspcl_Purena, Bhilainagar(M), Durg, Chhattisgarh",,,,,,,UNKNOWN,Madhya Pradesh,VI
404780000801098,21.1892,81.41579,,"Nspcl_Purena, Bhilainagar(M), Durg, Chhattisgarh",,,,,,,UNKNOWN,Madhya Pradesh,VI
404780000801099,21.1892,81.41579,,"Nspcl_Purena, Bhilainagar(M), Durg, Chhattisgarh",,,,,,,UNKNOWN,Madhya Pradesh,VI
404780000932797,21.78404,78.26855,,"Ram Nagar, Multai (M), Betul, Madhya Pradesh",,,,,,,UNKNOWN,Madhya Pradesh,VI
404780000932798,21.78404,78.26855,,"Ram Nagar, Multai (M), Betul, Madhya Pradesh",,,,,,,UNKNOWN,Madhya Pradesh,VI
404780000932799,21.78404,78.26855,,"Ram Nagar, Multai (M), Betul, Madhya Pradesh",,,,,,,UNKNOWN,Madhya Pradesh,VI
404780001014471,22.93696,76.02132,,"Tata International, Industrial Area, Dewas, Dewas (M Corp.), Madhya Pradesh",,,,,,,2g,Madhya Pradesh,VI
404780001022391,22.29763,75.91501,,"Reliance Tower Mp5Usbrwa003B -Mr.Vishnu Gurjar (Sarpanch) S/O Mr.Babulal Gurjar, Vill&Post-Dhanpada, The-Badwah, Dist-Khargone (Mp). Mob-9770020122, Barwaha, Khargone (West Nimar), Madhya Pradesh",,,,,,,2g,Madhya Pradesh,VI
404780001022392,22.29763,75.91501,,"Reliance Tower Mp5Usbrwa003B -Mr.Vishnu Gurjar (Sarpanch) S/O Mr.Babulal Gurjar, Vill&Post-Dhanpada, The-Badwah, Dist-Khargone (Mp). Mob-9770020122, Barwaha, Khargone (West Nimar), Madhya Pradesh",,,,,,,2g,Madhya Pradesh,VI
404780001022393,22.29763,75.91501,,"Reliance Tower Mp5Usbrwa003B -Mr.Vishnu Gurjar (Sarpanch) S/O Mr.Babulal Gurjar, Vill&Post-Dhanpada, The-Badwah, Dist-Khargone (Mp). Mob-9770020122, Barwaha, Khargone (West Nimar), Madhya Pradesh",,,,,,,2g,Madhya Pradesh,VI
404780001022395,22.29763,75.91501,,"Reliance Tower Mp5Usbrwa003B -Mr.Vishnu Gurjar (Sarpanch) S/O Mr.Babulal Gurjar, Vill&Post-Dhanpada, The-Badwah, Dist-Khargone (Mp). Mob-9770020122, Barwaha, Khargone (West Nimar), Madhya Pradesh",,,,,,,2g,Madhya Pradesh,VI
404780001022396,22.29763,75.91501,,"Reliance Tower Mp5Usbrwa003B -Mr.Vishnu Gurjar (Sarpanch) S/O Mr.Babulal Gurjar, Vill&Post-Dhanpada, The-Badwah, Dist-Khargone (Mp). Mob-9770020122, Barwaha, Khargone (West Nimar), Madhya Pradesh",,,,,,,2g,Madhya Pradesh,VI
404780001022397,22.29763,75.91501,,"Reliance Tower Mp5Usbrwa003B -Mr.Vishnu Gurjar (Sarpanch) S/O Mr.Babulal Gurjar, Vill&Post-Dhanpada, The-Badwah, Dist-Khargone (Mp). Mob-9770020122, Barwaha, Khargone (West Nimar), Madhya Pradesh",,,,,,,2g,Madhya Pradesh,VI
404780001030307,25.0384,81.62916,,"Chandpur, Teonthar, Rewa, Madhya Pradesh",,,,,,,UNKNOWN,Madhya Pradesh,VI
404780001030308,25.0384,81.62916,,"Chandpur, Teonthar, Rewa, Madhya Pradesh",,,,,,,UNKNOWN,Madhya Pradesh,VI
404780001030309,25.0384,81.62916,,"Chandpur, Teonthar, Rewa, Madhya Pradesh",,,,,,,UNKNOWN,Madhya Pradesh,VI
404780001050020,22.93696,76.02132,,"Tata International, Industrial Area, Dewas, Dewas (M Corp.), Madhya Pradesh",,,,,,,2g,Madhya Pradesh,VI
404780001050021,22.93696,76.02132,,"Tata International, Industrial Area, Dewas, Dewas (M Corp.), Madhya Pradesh",,,,,,,2g,Madhya Pradesh,VI
404780001135016,23.17025,82.3695,,"Chirmiri 2, Chirmiri (M.Corp Part), Khadganva, Koriya, Chhattisgarh",,,,,,,2g,Madhya Pradesh,VI
404780001135017,23.17025,82.3695,,"Chirmiri 2, Chirmiri (M.Corp Part), Khadganva, Koriya, Chhattisgarh",,,,,,,2g,Madhya Pradesh,VI
404780001135018,23.17025,82.3695,,"Chirmiri 2, Chirmiri (M.Corp Part), Khadganva, Koriya, Chhattisgarh",,,,,,,2g,Madhya Pradesh,VI
404780001135019,23.17025,82.3695,,"Chirmiri 2, Chirmiri (M.Corp Part), Khadganva, Koriya, Chhattisgarh",,,,,,,2g,Madhya Pradesh,VI
404780001137261,22.38622,82.65261,,"Balgi, Korba (M.Corp) Part, Chhattisgarh",,,,,,,2g,Madhya Pradesh,VI
404780001137262,22.38622,82.65261,,"Balgi, Korba (M.Corp) Part, Chhattisgarh",,,,,,,2g,Madhya Pradesh,VI
404780001137263,22.38622,82.65261,,"Balgi, Korba (M.Corp) Part, Chhattisgarh",,,,,,,2g,Madhya Pradesh,VI
404780001137267,22.38622,82.65261,,"Balgi, Korba (M.Corp) Part, Chhattisgarh",,,,,,,2g,Madhya Pradesh,VI
404780001137268,22.38622,82.65261,,"Balgi, Korba (M.Corp) Part, Chhattisgarh",,,,,,,2g,Madhya Pradesh,VI
404780001137269,22.38622,82.65261,,"Balgi, Korba (M.Corp) Part, Chhattisgarh",,,,,,,2g,Madhya Pradesh,VI
404780001142787,26.20738,78.17819,,"Vasant Vihar, Gwalior (M Corp.), Gwalior (Gird), Madhya Pradesh",,,,,,,2g,Madhya Pradesh,VI
404780001142788,26.20738,78.17819,,"Vasant Vihar, Gwalior (M Corp.), Gwalior (Gird), Madhya Pradesh",,,,,,,2g,Madhya Pradesh,VI
404780001142789,26.20738,78.17819,,"Vasant Vihar, Gwalior (M Corp.), Gwalior (Gird), Madhya Pradesh",,,,,,,2g,Madhya Pradesh,VI
404780001148357,23.18261,79.91867,,"St.Xaviorscl, Jabalpur (M Corp.) (Part), Madhya Pradesh",,,,,,,UNKNOWN,Madhya Pradesh,VI
404780001148358,23.18261,79.91867,,"St.Xaviorscl, Jabalpur (M Corp.) (Part), Madhya Pradesh",,,,,,,UNKNOWN,Madhya Pradesh,VI
404780001148359,23.18261,79.91867,,"St.Xaviorscl, Jabalpur (M Corp.) (Part), Madhya Pradesh",,,,,,,UNKNOWN,Madhya Pradesh,VI
404780001200271,24.5393,81.3114,,"Near Police Line/Rewa, Rewa (M Corp.), Huzur, Madhya Pradesh",,,,,,,UNKNOWN,Madhya Pradesh,VI
404780001200272,24.5393,81.3114,,"Near Police Line/Rewa, Rewa (M Corp.), Huzur, Madhya Pradesh",,,,,,,UNKNOWN,Madhya Pradesh,VI
404780001200273,24.5393,81.3114,,"Near Police Line/Rewa, Rewa (M Corp.), Huzur, Madhya Pradesh",,,,,,,UNKNOWN,Madhya Pradesh,VI
404780001214571,24.0803,75.0661,,"Choudhary Colony, Mandsaur (M), Madhya Pradesh",,,,,,,UNKNOWN,Madhya Pradesh,VI
404780001214572,24.0803,75.0661,,"Choudhary Colony, Mandsaur (M), Madhya Pradesh",,,,,,,UNKNOWN,Madhya Pradesh,VI
404780001214573,24.0803,75.0661,,"Choudhary Colony, Mandsaur (M), Madhya Pradesh",,,,,,,UNKNOWN,Madhya Pradesh,VI
404780001214577,24.0803,75.0661,,"Choudhary Colony, Mandsaur (M), Madhya Pradesh",,,,,,,UNKNOWN,Madhya Pradesh,VI
404780001214578,24.0803,75.0661,,"Choudhary Colony, Mandsaur (M), Madhya Pradesh",,,,,,,UNKNOWN,Madhya Pradesh,VI
404780001214579,24.0803,75.0661,,"Choudhary Colony, Mandsaur (M), Madhya Pradesh",,,,,,,UNKNOWN,Madhya Pradesh,VI
404780001232317,22.85144,75.07533,,"Barmandal, Sardarpur, Dhar, Madhya Pradesh",,,,,,,UNKNOWN,Madhya Pradesh,VI
404780001232318,22.85144,75.07533,,"Barmandal, Sardarpur, Dhar, Madhya Pradesh",,,,,,,UNKNOWN,Madhya Pradesh,VI
404780001232319,22.85144,75.07533,,"Barmandal, Sardarpur, Dhar, Madhya Pradesh",,,,,,,UNKNOWN,Madhya Pradesh,VI
404780001234457,20.27081,81.49117,,"Kanker, Uttar Bastar Kanker, Chhattisgarh",,,,,,,2g,Madhya Pradesh,VI
404780001234458,20.27081,81.49117,,"Kanker, Uttar Bastar Kanker, Chhattisgarh",,,,,,,2g,Madhya Pradesh,VI
404780001234459,20.27081,81.49117,,"Kanker, Uttar Bastar Kanker, Chhattisgarh",,,,,,,2g,Madhya Pradesh,VI
404780001253977,24.00231,81.11083,,"Papaundh, Beohari, Shahdol, Madhya Pradesh",,,,,,,2g,Madhya Pradesh,VI
404780001253978,24.00231,81.11083,,"Papaundh, Beohari, Shahdol, Madhya Pradesh",,,,,,,2g,Madhya Pradesh,VI
404780001253979,24.00231,81.11083,,"Papaundh, Beohari, Shahdol, Madhya Pradesh",,,,,,,2g,Madhya Pradesh,VI
404780001258787,23.45991,75.42263,,"Dayanand Colony, Nagda (M), Ujjain, Madhya Pradesh",,,,,,,2g,Madhya Pradesh,VI
404780001258788,23.45991,75.42263,,"Dayanand Colony, Nagda (M), Ujjain, Madhya Pradesh",,,,,,,2g,Madhya Pradesh,VI
404780001258789,23.45991,75.42263,,"Dayanand Colony, Nagda (M), Ujjain, Madhya Pradesh",,,,,,,2g,Madhya Pradesh,VI
404780001350497,23.17055,79.92361,,"Nemi Ganga Tower/Ranital, Jabalpur (M Corp.) (Part), Madhya Pradesh",,,,,,,UNKNOWN,Madhya Pradesh,VI
404780001350498,23.17055,79.92361,,"Nemi Ganga Tower/Ranital, Jabalpur (M Corp.) (Part), Madhya Pradesh",,,,,,,UNKNOWN,Madhya Pradesh,VI
404780001350499,23.17055,79.92361,,"Nemi Ganga Tower/Ranital, Jabalpur (M Corp.) (Part), Madhya Pradesh",,,,,,,UNKNOWN,Madhya Pradesh,VI
404780001416387,22.17858,75.58585,,"Maheshwar, Maheshwar (Np), Khargone (West Nimar), Madhya Pradesh",,,,,,,UNKNOWN,Madhya Pradesh,VI
404780001416388,22.17858,75.58585,,"Maheshwar, Maheshwar (Np), Khargone (West Nimar), Madhya Pradesh",,,,,,,UNKNOWN,Madhya Pradesh,VI
404780001416389,22.17858,75.58585,,"Maheshwar, Maheshwar (Np), Khargone (West Nimar), Madhya Pradesh",,,,,,,UNKNOWN,Madhya Pradesh,VI
404780001510671,21.26148,81.62846,,"Mr. Sanjay Bhattar S/O Shri Narayan Prasad Bhattar, P.H.No.-107, H.No.-8/189-190, R/O Shri Gopidham, Gudhiyari, Ward No.-8, Opp.-Dr. Baga Mal Birbak Khemka Raipur, Chhattisgarh",,,,,,,2g,Madhya Pradesh,VI
404780001510672,21.26148,81.62846,,"Mr. Sanjay Bhattar S/O Shri Narayan Prasad Bhattar, P.H.No.-107, H.No.-8/189-190, R/O Shri Gopidham, Gudhiyari, Ward No.-8, Opp.-Dr. Baga Mal Birbak Khemka Raipur, Chhattisgarh",,,,,,,2g,Madhya Pradesh,VI
